file,image_url,image_src,dest,action,note
/home/ubuntu/pythonProjects/data-security-101/content/002HandsOnLab/001_lab_access_instructions_images/vm_access_3.jpg,,/home/ubuntu/pythonProjects/data-security-101/content/002HandsOnLab/001_lab_access_instructions_images/vm_access_3.jpg,,unused-dry-run,unused
